gene	symbol	cg	id	trx	species	coverage	omega	dN	dS
FBgn0039184_FBtr0084606	CG6432	CG6432	FBgn0039184	FBtr0084606	Dmel_Dsim	100.000	0.0301	0.0053	0.1761
FBgn0039187_FBtr0273323	CG6454	CG6454	FBgn0039187	FBtr0273323	Dmel_Dsim	99.809	0.0286	0.0032	0.1107
FBgn0039188_FBtr0084629	Golgin84	CG17785	FBgn0039188	FBtr0084629	Dmel_Dsim	100.000	0.0740	0.0123	0.1656
FBgn0039189_FBtr0084628	CG18528	CG18528	FBgn0039189	FBtr0084628	Dmel_Dsim	100.000	0.0266	0.0047	0.1748
FBgn0039190_FBtr0084627	CG5762	CG5762	FBgn0039190	FBtr0084627	Dmel_Dsim	98.756	0.1239	0.0289	0.2336
FBgn0039192_FBtr0084626	CG17784	CG17784	FBgn0039192	FBtr0084626	Dmel_Dsim	98.745	0.0951	0.0133	0.1403
FBgn0039193_FBtr0303582	CG13613	CG13613	FBgn0039193	FBtr0303582	Dmel_Dsim	100.000	0.1708	0.0205	0.1200
FBgn0039195_FBtr0084624	CG17782	CG17782	FBgn0039195	FBtr0084624	Dmel_Dsim	99.269	0.1586	0.0110	0.0691
FBgn0039196_FBtr0084623	CG17781	CG17781	FBgn0039196	FBtr0084623	Dmel_Dsim	97.185	0.1727	0.0152	0.0882
FBgn0039197_FBtr0084621	CG17780	CG17780	FBgn0039197	FBtr0084621	Dmel_Dsim	82.319	0.0762	0.0076	0.1001
FBgn0039198_FBtr0334918	CG5768	CG5768	FBgn0039198	FBtr0334918	Dmel_Dsim	97.101	0.0545	0.0054	0.0996
FBgn0039199_FBtr0084617	CG13615	CG13615	FBgn0039199	FBtr0084617	Dmel_Dsim	93.298	0.1275	0.0205	0.1608
FBgn0039201_FBtr0334333	CG13617	CG13617	FBgn0039201	FBtr0334333	Dmel_Dsim	100.000	0.1221	0.0188	0.1543
FBgn0039202_FBtr0289971	CG13622	CG13622	FBgn0039202	FBtr0289971	Dmel_Dsim	97.872	0.1682	0.0244	0.1449
FBgn0039204_FBtr0084644	CG6607	CG6607	FBgn0039204	FBtr0084644	Dmel_Dsim	100.000	0.0680	0.0073	0.1079
FBgn0039205_FBtr0084679	CG13623	CG13623	FBgn0039205	FBtr0084679	Dmel_Dsim	100.000	0.0451	0.0066	0.1454
FBgn0039207_FBtr0306025	CG5789	CG5789	FBgn0039207	FBtr0306025	Dmel_Dsim	99.466	0.0675	0.0104	0.1535
FBgn0039209_FBtr0110796	CG13624	CG13624	FBgn0039209	FBtr0110796	Dmel_Dsim	99.020	0.0439	0.0038	0.0870
FBgn0039210_FBtr0084671	CG13625	CG13625	FBgn0039210	FBtr0084671	Dmel_Dsim	100.000	0.1337	0.0211	0.1576
FBgn0039212_FBtr0084670	Syx18	CG13626	FBgn0039212	FBtr0084670	Dmel_Dsim	100.000	0.0974	0.0076	0.0780
FBgn0039213_FBtr0084656	atl	CG6668	FBgn0039213	FBtr0084656	Dmel_Dsim	100.000	0.0172	0.0024	0.1374
FBgn0039217_FBtr0084686	CG13627	CG13627	FBgn0039217	FBtr0084686	Dmel_Dsim	100.000	0.0434	0.0040	0.0923
FBgn0039218_FBtr0084688	Rpb10	CG13628	FBgn0039218	FBtr0084688	Dmel_Dsim	100.000	0.0010	0.0001	0.0595
FBgn0039219_FBtr0084745	CG13630	CG13630	FBgn0039219	FBtr0084745	Dmel_Dsim	100.000	0.0076	0.0011	0.1481
FBgn0039223_FBtr0339255	CG5805	CG5805	FBgn0039223	FBtr0339255	Dmel_Dsim	100.000	0.0010	0.0001	0.0786
FBgn0039224_FBtr0084742	CG13634	CG13634	FBgn0039224	FBtr0084742	Dmel_Dsim	100.000	0.0243	0.0047	0.1923
FBgn0039225_FBtr0084697	Ets96B	CG6892	FBgn0039225	FBtr0084697	Dmel_Dsim	100.000	0.0368	0.0049	0.1318
FBgn0039226_FBtr0331699	Ude	CG18410	FBgn0039226	FBtr0331699	Dmel_Dsim	93.251	0.0246	0.0079	0.3196
FBgn0039227_FBtr0084740	polybromo	CG11375	FBgn0039227	FBtr0084740	Dmel_Dsim	100.000	0.0340	0.0044	0.1309
FBgn0039228_FBtr0084698	CG6980	CG6980	FBgn0039228	FBtr0084698	Dmel_Dsim	98.600	0.1749	0.0229	0.1312
FBgn0039229_FBtr0084700	Saf-B	CG6995	FBgn0039229	FBtr0084700	Dmel_Dsim	98.602	0.1194	0.0143	0.1197
FBgn0039232_FBtr0084702	sosie	CG13636	FBgn0039232	FBtr0084702	Dmel_Dsim	100.000	0.0010	0.0001	0.1126
FBgn0039233_FBtr0084704	CG7006	CG7006	FBgn0039233	FBtr0084704	Dmel_Dsim	100.000	0.0147	0.0023	0.1560
FBgn0039234_FBtr0334570	nct	CG7012	FBgn0039234	FBtr0334570	Dmel_Dsim	100.000	0.0498	0.0071	0.1423
FBgn0039235_FBtr0084732	CG10899	CG10899	FBgn0039235	FBtr0084732	Dmel_Dsim	100.000	0.1653	0.0209	0.1265
FBgn0039237_FBtr0084730	CG13640	CG13640	FBgn0039237	FBtr0084730	Dmel_Dsim	84.524	0.1301	0.0120	0.0922
FBgn0039240_FBtr0334574	CG3744	CG3744	FBgn0039240	FBtr0334574	Dmel_Dsim	99.457	0.1004	0.0117	0.1164
FBgn0039241_FBtr0084710	CG11089	CG11089	FBgn0039241	FBtr0084710	Dmel_Dsim	100.000	0.0227	0.0040	0.1751
FBgn0039244_FBtr0084712	CG11069	CG11069	FBgn0039244	FBtr0084712	Dmel_Dsim	100.000	0.0232	0.0032	0.1365
FBgn0039246_FBtr0084713	CG10845	CG10845	FBgn0039246	FBtr0084713	Dmel_Dsim	98.380	0.3388	0.0441	0.1302
FBgn0039249_FBtr0084715	CG11168	CG11168	FBgn0039249	FBtr0084715	Dmel_Dsim	100.000	0.0800	0.0114	0.1423
FBgn0039250_FBtr0084716	Mink	CG11120	FBgn0039250	FBtr0084716	Dmel_Dsim	96.667	0.6797	0.0556	0.0818
FBgn0039251_FBtr0337011	Trf4-2	CG17462	FBgn0039251	FBtr0337011	Dmel_Dsim	99.017	0.1618	0.0239	0.1475
FBgn0039252_FBtr0084748	CG11771	CG11771	FBgn0039252	FBtr0084748	Dmel_Dsim	100.000	0.0758	0.0098	0.1289
FBgn0039254_FBtr0084749	Nmnat	CG13645	FBgn0039254	FBtr0084749	Dmel_Dsim	100.000	0.0733	0.0091	0.1240
FBgn0039255_FBtr0084751	CG13646	CG13646	FBgn0039255	FBtr0084751	Dmel_Dsim	100.000	0.0305	0.0069	0.2251
FBgn0039258_FBtr0084755	beta4GalT7	CG11780	FBgn0039258	FBtr0084755	Dmel_Dsim	100.000	0.0693	0.0108	0.1560
FBgn0039259_FBtr0084797	CG11781	CG11781	FBgn0039259	FBtr0084797	Dmel_Dsim	100.000	0.0567	0.0078	0.1367
FBgn0039260_FBtr0084796	Smg6	CG6369	FBgn0039260	FBtr0084796	Dmel_Dsim	100.000	0.1466	0.0156	0.1063
FBgn0039261_FBtr0334507	CG6422	CG6422	FBgn0039261	FBtr0334507	Dmel_Dsim	100.000	0.0475	0.0043	0.0907
FBgn0039264_FBtr0113282	CG11786	CG11786	FBgn0039264	FBtr0113282	Dmel_Dsim	100.000	0.0844	0.0101	0.1196
FBgn0039265_FBtr0084760	CG11790	CG11790	FBgn0039265	FBtr0084760	Dmel_Dsim	100.000	0.0754	0.0109	0.1446
FBgn0039266_FBtr0084763	CG11791	CG11791	FBgn0039266	FBtr0084763	Dmel_Dsim	98.361	0.2952	0.0106	0.0358
FBgn0039269_FBtr0301664	veli	CG7662	FBgn0039269	FBtr0301664	Dmel_Dsim	88.821	0.0010	0.0001	0.1241
FBgn0039270_FBtr0084765	PQBP1	CG11820	FBgn0039270	FBtr0084765	Dmel_Dsim	100.000	0.1140	0.0098	0.0855
FBgn0039271_FBtr0304718	CG11839	CG11839	FBgn0039271	FBtr0304718	Dmel_Dsim	100.000	0.2184	0.0300	0.1375
FBgn0039272_FBtr0309271	CG11836	CG11836	FBgn0039272	FBtr0309271	Dmel_Dsim	91.892	0.0189	0.0016	0.0857
FBgn0039273_FBtr0113285	CG9996	CG9996	FBgn0039273	FBtr0113285	Dmel_Dsim	57.855	0.0452	1.1469	dS
FBgn0039274_FBtr0084769	CG11920	CG11920	FBgn0039274	FBtr0084769	Dmel_Dsim	100.000	0.0345	0.0029	0.0846
FBgn0039277_FBtr0113286	CG13650	CG13650	FBgn0039277	FBtr0113286	Dmel_Dsim	100.000	0.0191	0.0019	0.0982
FBgn0039280_FBtr0084782	Mocs2	CG10238	FBgn0039280	FBtr0084782	Dmel_Dsim	100.000	0.0692	0.0083	0.1196
FBgn0039282_FBtr0302172	Bili	CG11848	FBgn0039282	FBtr0302172	Dmel_Dsim	98.868	0.0403	0.0033	0.0827
FBgn0039283_FBtr0084780	danr	CG13651	FBgn0039283	FBtr0084780	Dmel_Dsim	100.000	0.0403	0.0042	0.1037
FBgn0039288_FBtr0084804	CG13653	CG13653	FBgn0039288	FBtr0084804	Dmel_Dsim	100.000	0.0439	0.0070	0.1593
FBgn0039290_FBtr0084805	CG13654	CG13654	FBgn0039290	FBtr0084805	Dmel_Dsim	98.590	0.0690	0.0103	0.1496
FBgn0039291_FBtr0084873	CG13663	CG13663	FBgn0039291	FBtr0084873	Dmel_Dsim	100.000	0.0464	0.0078	0.1681
FBgn0039293_FBtr0084808	CG11851	CG11851	FBgn0039293	FBtr0084808	Dmel_Dsim	100.000	0.0285	0.0043	0.1511
FBgn0039294_FBtr0339260	Cad96Cb	CG13664	FBgn0039294	FBtr0339260	Dmel_Dsim	99.493	0.0137	0.0023	0.1673
FBgn0039296_FBtr0084870	CG10420	CG10420	FBgn0039296	FBtr0084870	Dmel_Dsim	100.000	0.0697	0.0120	0.1720
FBgn0039297_FBtr0084809	CG11852	CG11852	FBgn0039297	FBtr0084809	Dmel_Dsim	100.000	0.0181	0.0034	0.1868
FBgn0039298_FBtr0084810	to	CG11853	FBgn0039298	FBtr0084810	Dmel_Dsim	100.000	0.0176	0.0035	0.1985
FBgn0039299_FBtr0339259	CG11854	CG11854	FBgn0039299	FBtr0339259	Dmel_Dsim	100.000	0.1343	0.0241	0.1796
FBgn0039300_FBtr0084868	RpS27	CG10423	FBgn0039300	FBtr0084868	Dmel_Dsim	100.000	0.0010	0.0001	0.1122
FBgn0039301_FBtr0332158	Nup37	CG11875	FBgn0039301	FBtr0332158	Dmel_Dsim	100.000	0.0762	0.0108	0.1420
FBgn0039302_FBtr0304692	Nup358	CG11856	FBgn0039302	FBtr0304692	Dmel_Dsim	97.905	0.2882	0.0324	0.1123
FBgn0039304_FBtr0084867	CG10425	CG10425	FBgn0039304	FBtr0084867	Dmel_Dsim	100.000	0.0869	0.0095	0.1087
FBgn0039305_FBtr0084815	CG11858	CG11858	FBgn0039305	FBtr0084815	Dmel_Dsim	100.000	0.0457	0.0071	0.1560
FBgn0039306_FBtr0084816	RIOK2	CG11859	FBgn0039306	FBtr0084816	Dmel_Dsim	100.000	0.0981	0.0085	0.0862
FBgn0039311_FBtr0114505	CG10513	CG10513	FBgn0039311	FBtr0114505	Dmel_Dsim	100.000	0.0613	0.0104	0.1692
FBgn0039312_FBtr0084864	CG10514	CG10514	FBgn0039312	FBtr0084864	Dmel_Dsim	100.000	0.0431	0.0055	0.1274
FBgn0039313_FBtr0089645	CG11892	CG11892	FBgn0039313	FBtr0089645	Dmel_Dsim	100.000	0.0308	0.0050	0.1634
FBgn0039319_FBtr0084828	CG13659	CG13659	FBgn0039319	FBtr0084828	Dmel_Dsim	100.000	0.1724	0.0309	0.1791
FBgn0039321_FBtr0084857	CG10550	CG10550	FBgn0039321	FBtr0084857	Dmel_Dsim	100.000	0.1866	0.0313	0.1678
FBgn0039323_FBtr0289942	CG10559	CG10559	FBgn0039323	FBtr0289942	Dmel_Dsim	100.000	0.1281	0.0224	0.1746
FBgn0039328_FBtr0084849	CHKov2	CG10675	FBgn0039328	FBtr0084849	Dmel_Dsim	100.000	0.0930	0.0163	0.1758
FBgn0039329_FBtr0300687	CG10669	CG10669	FBgn0039329	FBtr0300687	Dmel_Dsim	98.933	0.0976	0.0158	0.1622
FBgn0039331_FBtr0273265	ND-49L	CG11913	FBgn0039331	FBtr0273265	Dmel_Dsim	100.000	0.0399	0.0067	0.1674
FBgn0039332_FBtr0084846	alrm	CG11910	FBgn0039332	FBtr0084846	Dmel_Dsim	100.000	0.0696	0.0078	0.1116
FBgn0039335_FBtr0084835	Vps33B	CG5127	FBgn0039335	FBtr0084835	Dmel_Dsim	100.000	0.1173	0.0165	0.1409
FBgn0039336_FBtr0084839	CG4553	CG4553	FBgn0039336	FBtr0084839	Dmel_Dsim	100.000	0.1218	0.0190	0.1563
FBgn0039337_FBtr0084836	MED28	CG5121	FBgn0039337	FBtr0084836	Dmel_Dsim	98.684	0.0828	0.0091	0.1102
FBgn0039338_FBtr0084837	XNP	CG4548	FBgn0039338	FBtr0084837	Dmel_Dsim	100.000	0.0448	0.0064	0.1436
FBgn0039339_FBtr0343172	CG5116	CG5116	FBgn0039339	FBtr0343172	Dmel_Dsim	100.000	0.0613	0.0107	0.1739
FBgn0039341_FBtr0084878	CG5112	CG5112	FBgn0039341	FBtr0084878	Dmel_Dsim	100.000	0.0788	0.0101	0.1286
FBgn0039342_FBtr0084879	CG5107	CG5107	FBgn0039342	FBtr0084879	Dmel_Dsim	98.826	0.1259	0.0249	0.1978
FBgn0039343_FBtr0084880	CG5111	CG5111	FBgn0039343	FBtr0084880	Dmel_Dsim	100.000	0.2536	0.0314	0.1240
FBgn0039344_FBtr0084896	CG4582	CG4582	FBgn0039344	FBtr0084896	Dmel_Dsim	95.243	0.1528	0.0123	0.0803
FBgn0039346_FBtr0084883	CG5079	CG5079	FBgn0039346	FBtr0084883	Dmel_Dsim	97.297	0.6221	0.0244	0.0392
FBgn0039347_FBtr0392910	CG5071	CG5071	FBgn0039347	FBtr0392910	Dmel_Dsim	99.559	0.3558	0.0458	0.1288
FBgn0039348_FBtr0084893	Npl4	CG4673	FBgn0039348	FBtr0084893	Dmel_Dsim	100.000	0.0570	0.0059	0.1041
FBgn0039349_FBtr0300728	Ssadh	CG4685	FBgn0039349	FBtr0300728	Dmel_Dsim	100.000	0.0206	0.0027	0.1322
FBgn0039350_FBtr0084889	jigr1	CG17383	FBgn0039350	FBtr0084889	Dmel_Dsim	100.000	0.1124	0.0103	0.0912
FBgn0039354_FBtr0084899	Lgr3	CG31096	FBgn0039354	FBtr0084899	Dmel_Dsim	99.610	0.0828	0.0117	0.1411
FBgn0039355_FBtr0084934	CG4730	CG4730	FBgn0039355	FBtr0084934	Dmel_Dsim	97.222	0.2409	0.0269	0.1117
FBgn0039356_FBtr0084900	CG5039	CG5039	FBgn0039356	FBtr0084900	Dmel_Dsim	100.000	0.2662	0.0379	0.1422
FBgn0039357_FBtr0084933	CG4743	CG4743	FBgn0039357	FBtr0084933	Dmel_Dsim	100.000	0.0443	0.0050	0.1136
FBgn0039358_FBtr0113289	CG5028	CG5028	FBgn0039358	FBtr0113289	Dmel_Dsim	100.000	0.0146	0.0021	0.1457
FBgn0039359_FBtr0084932	RpL27	CG4759	FBgn0039359	FBtr0084932	Dmel_Dsim	100.000	0.0010	0.0001	0.0968
FBgn0039360_FBtr0084931	CLS	CG4774	FBgn0039360	FBtr0084931	Dmel_Dsim	100.000	0.0113	0.0014	0.1237
FBgn0039371_FBtr0084919	CG4960	CG4960	FBgn0039371	FBtr0084919	Dmel_Dsim	100.000	0.2322	0.0930	0.4005
FBgn0039373_FBtr0084902	CG5024	CG5024	FBgn0039373	FBtr0084902	Dmel_Dsim	100.000	0.0314	0.0051	0.1633
FBgn0039374_FBtr0084903	CG17770	CG17770	FBgn0039374	FBtr0084903	Dmel_Dsim	100.000	0.0761	0.0111	0.1455
FBgn0039376_FBtr0084905	CG14354	CG14354	FBgn0039376	FBtr0084905	Dmel_Dsim	98.993	0.4095	0.0452	0.1105
FBgn0039378_FBtr0300129	alpha4GT2	CG5878	FBgn0039378	FBtr0300129	Dmel_Dsim	97.555	0.3699	0.0396	0.1070
FBgn0039379_FBtr0084907	CG5886	CG5886	FBgn0039379	FBtr0084907	Dmel_Dsim	100.000	0.0432	0.0071	0.1650
FBgn0039380_FBtr0084908	CG5890	CG5890	FBgn0039380	FBtr0084908	Dmel_Dsim	100.000	0.0010	0.0000	0.0375
FBgn0039381_FBtr0300820	SppL	CG17370	FBgn0039381	FBtr0300820	Dmel_Dsim	100.000	0.0010	0.0001	0.0853
FBgn0039385_FBtr0084938	CG5913	CG5913	FBgn0039385	FBtr0084938	Dmel_Dsim	96.228	0.1485	0.0290	0.1952
FBgn0039386_FBtr0084939	CG5948	CG5948	FBgn0039386	FBtr0084939	Dmel_Dsim	100.000	0.1086	0.0138	0.1268
FBgn0039387_FBtr0084940	MCO3	CG5959	FBgn0039387	FBtr0084940	Dmel_Dsim	99.270	0.1204	0.0146	0.1212
FBgn0039395_FBtr0084984	CG14546	CG14546	FBgn0039395	FBtr0084984	Dmel_Dsim	100.000	0.2596	0.0205	0.0789
FBgn0039396_FBtr0304043	CCAP-R	CG33344	FBgn0039396	FBtr0304043	Dmel_Dsim	100.000	0.0151	0.0018	0.1208
FBgn0039398_FBtr0084948	CG14540	CG14540	FBgn0039398	FBtr0084948	Dmel_Dsim	99.024	0.3289	0.0305	0.0926
FBgn0039402_FBtr0084967	Vps2	CG14542	FBgn0039402	FBtr0084967	Dmel_Dsim	100.000	0.0800	0.0051	0.0634
FBgn0039403_FBtr0084975	Sld5	CG14549	FBgn0039403	FBtr0084975	Dmel_Dsim	100.000	0.0844	0.0040	0.0477
FBgn0039404_FBtr0084968	CG14543	CG14543	FBgn0039404	FBtr0084968	Dmel_Dsim	100.000	0.0688	0.0086	0.1250
FBgn0039405_FBtr0084974	CG14550	CG14550	FBgn0039405	FBtr0084974	Dmel_Dsim	100.000	0.1223	0.0119	0.0976
FBgn0039407_FBtr0084969	CG14544	CG14544	FBgn0039407	FBtr0084969	Dmel_Dsim	100.000	0.0982	0.0044	0.0447
FBgn0039408_FBtr0337058	CG14551	CG14551	FBgn0039408	FBtr0337058	Dmel_Dsim	97.585	0.0208	0.0021	0.1026
FBgn0039411_FBtr0300618	dys	CG32474	FBgn0039411	FBtr0300618	Dmel_Dsim	99.728	0.0963	0.0047	0.0489
FBgn0039415_FBtr0084987	CG6142	CG6142	FBgn0039415	FBtr0084987	Dmel_Dsim	100.000	0.0643	0.0117	0.1826
FBgn0039417_FBtr0307342	CG6073	CG6073	FBgn0039417	FBtr0307342	Dmel_Dsim	100.000	0.0745	0.0113	0.1524
FBgn0039419_FBtr0339612	CG12290	CG12290	FBgn0039419	FBtr0339612	Dmel_Dsim	99.687	0.0231	0.0028	0.1208
FBgn0039420_FBtr0300398	CG6154	CG6154	FBgn0039420	FBtr0300398	Dmel_Dsim	100.000	0.0193	0.0010	0.0539
FBgn0039421_FBtr0085027	CG6036	CG6036	FBgn0039421	FBtr0085027	Dmel_Dsim	100.000	0.0881	0.0129	0.1467
FBgn0039424_FBtr0113295	ppk15	CG14239	FBgn0039424	FBtr0113295	Dmel_Dsim	100.000	0.0658	0.0103	0.1561
FBgn0039425_FBtr0306708	CG5432	CG5432	FBgn0039425	FBtr0306708	Dmel_Dsim	100.000	0.0082	0.0012	0.1516
FBgn0039428_FBtr0330153	CG14237	CG14237	FBgn0039428	FBtr0330153	Dmel_Dsim	92.164	0.1952	0.0630	0.3228
FBgn0039429_FBtr0085014	CG14238	CG14238	FBgn0039429	FBtr0085014	Dmel_Dsim	100.000	0.0047	0.0008	0.1658
FBgn0039430_FBtr0085015	CG5455	CG5455	FBgn0039430	FBtr0085015	Dmel_Dsim	99.637	0.0648	0.0067	0.1036
FBgn0039431_FBtr0302210	plum	CG6490	FBgn0039431	FBtr0302210	Dmel_Dsim	99.808	0.0345	0.0035	0.1014
FBgn0039435_FBtr0085058	TwdlP	CG14240	FBgn0039435	FBtr0085058	Dmel_Dsim	100.000	0.1475	0.0147	0.0995
FBgn0039438_FBtr0085054	TwdlO	CG6452	FBgn0039438	FBtr0085054	Dmel_Dsim	100.000	0.0745	0.0055	0.0739
FBgn0039443_FBtr0085034	TwdlS	CG14242	FBgn0039443	FBtr0085034	Dmel_Dsim	100.000	0.1097	0.0162	0.1480
FBgn0039444_FBtr0085035	TwdlD	CG14243	FBgn0039444	FBtr0085035	Dmel_Dsim	100.000	0.1155	0.0129	0.1115
FBgn0039448_FBtr0085049	TwdlQ	CG14250	FBgn0039448	FBtr0085049	Dmel_Dsim	100.000	0.0494	0.0075	0.1525
FBgn0039449_FBtr0085047	CG6425	CG6425	FBgn0039449	FBtr0085047	Dmel_Dsim	98.529	0.1501	0.0197	0.1310
FBgn0039450_FBtr0085039	CG5484	CG5484	FBgn0039450	FBtr0085039	Dmel_Dsim	100.000	0.0305	0.0033	0.1089
FBgn0039451_FBtr0339242	CG6420	CG6420	FBgn0039451	FBtr0339242	Dmel_Dsim	99.671	0.0609	0.0062	0.1025
FBgn0039452_FBtr0100553	CG14245	CG14245	FBgn0039452	FBtr0100553	Dmel_Dsim	100.000	0.1325	0.0216	0.1630
FBgn0039453_FBtr0339241	CG6403	CG6403	FBgn0039453	FBtr0339241	Dmel_Dsim	97.712	0.1729	0.0280	0.1621
FBgn0039454_FBtr0085043	CG14247	CG14247	FBgn0039454	FBtr0085043	Dmel_Dsim	100.000	0.4000	0.0246	0.0616
FBgn0039459_FBtr0085061	IntS12	CG5491	FBgn0039459	FBtr0085061	Dmel_Dsim	99.091	0.0597	0.0069	0.1156
FBgn0039461_FBtr0085064	CG5500	CG5500	FBgn0039461	FBtr0085064	Dmel_Dsim	100.000	0.1472	0.0182	0.1238
FBgn0039462_FBtr0085067	CG14252	CG14252	FBgn0039462	FBtr0085067	Dmel_Dsim	98.783	0.2077	0.0240	0.1155
FBgn0039463_FBtr0085068	CG18472	CG18472	FBgn0039463	FBtr0085068	Dmel_Dsim	99.468	0.1863	0.0350	0.1880
FBgn0039464_FBtr0085085	CG6330	CG6330	FBgn0039464	FBtr0085085	Dmel_Dsim	100.000	0.0298	0.0033	0.1109
FBgn0039465_FBtr0085082	Tsp97E	CG6323	FBgn0039465	FBtr0085082	Dmel_Dsim	100.000	0.0138	0.0019	0.1379
FBgn0039466_FBtr0301134	CG5521	CG5521	FBgn0039466	FBtr0301134	Dmel_Dsim	99.873	0.0384	0.0048	0.1262
FBgn0039467_FBtr0085070	CG14253	CG14253	FBgn0039467	FBtr0085070	Dmel_Dsim	100.000	0.1812	0.0192	0.1060
FBgn0039469_FBtr0085075	TwdlC	CG14254	FBgn0039469	FBtr0085075	Dmel_Dsim	100.000	0.0409	0.0026	0.0640
FBgn0039470_FBtr0085078	CG6296	CG6296	FBgn0039470	FBtr0085078	Dmel_Dsim	86.878	0.3616	0.0422	0.1168
FBgn0039471_FBtr0085077	CG6295	CG6295	FBgn0039471	FBtr0085077	Dmel_Dsim	100.000	0.0098	0.0012	0.1228
FBgn0039472_FBtr0085153	CG17192	CG17192	FBgn0039472	FBtr0085153	Dmel_Dsim	100.000	0.1910	0.0233	0.1217
FBgn0039474_FBtr0085151	CG6283	CG6283	FBgn0039474	FBtr0085151	Dmel_Dsim	100.000	0.0451	0.0072	0.1603
FBgn0039478_FBtr0331704	Nep5	CG6265	FBgn0039478	FBtr0331704	Dmel_Dsim	100.000	0.0354	0.0050	0.1424
FBgn0039479_FBtr0299564	CG14257	CG14257	FBgn0039479	FBtr0299564	Dmel_Dsim	98.649	0.0187	0.0024	0.1280
FBgn0039481_FBtr0085135	Cpr97Eb	CG15884	FBgn0039481	FBtr0085135	Dmel_Dsim	100.000	0.0109	0.0018	0.1665
FBgn0039482_FBtr0085103	CG14258	CG14258	FBgn0039482	FBtr0085103	Dmel_Dsim	100.000	0.1416	0.0207	0.1459
FBgn0039483_FBtr0085104	CG14259	CG14259	FBgn0039483	FBtr0085104	Dmel_Dsim	100.000	0.0741	0.0111	0.1502
FBgn0039485_FBtr0085105	CG17189	CG17189	FBgn0039485	FBtr0085105	Dmel_Dsim	98.339	0.0993	0.0135	0.1361
FBgn0039486_FBtr0085133	CG6074	CG6074	FBgn0039486	FBtr0085133	Dmel_Dsim	100.000	0.0264	0.0040	0.1525
FBgn0039487_FBtr0345216	gb	CG6070	FBgn0039487	FBtr0345216	Dmel_Dsim	100.000	0.0789	0.0112	0.1422
FBgn0039488_FBtr0085131	CG6066	CG6066	FBgn0039488	FBtr0085131	Dmel_Dsim	100.000	0.1171	0.0119	0.1015
FBgn0039489_FBtr0085108	CG5880	CG5880	FBgn0039489	FBtr0085108	Dmel_Dsim	100.000	0.0286	0.0036	0.1274
FBgn0039491_FBtr0085130	CG6059	CG6059	FBgn0039491	FBtr0085130	Dmel_Dsim	100.000	0.1411	0.0155	0.1099
FBgn0039494_FBtr0085112	grass	CG5896	FBgn0039494	FBtr0085112	Dmel_Dsim	100.000	0.0111	0.0022	0.1981
FBgn0039495_FBtr0085114	CG5909	CG5909	FBgn0039495	FBtr0085114	Dmel_Dsim	98.442	0.0636	0.0125	0.1965
FBgn0039500_FBtr0085181	CG5984	CG5984	FBgn0039500	FBtr0085181	Dmel_Dsim	100.000	0.0710	0.0113	0.1585
FBgn0039501_FBtr0085180	CG5987	CG5987	FBgn0039501	FBtr0085180	Dmel_Dsim	97.082	0.1129	0.0297	0.2633
FBgn0039503_FBtr0085177	CG14262	CG14262	FBgn0039503	FBtr0085177	Dmel_Dsim	97.188	0.1326	0.0292	0.2203
FBgn0039505_FBtr0085158	CG5934	CG5934	FBgn0039505	FBtr0085158	Dmel_Dsim	100.000	0.0010	0.0001	0.1232
FBgn0039507_FBtr0305974	mrt	CG3361	FBgn0039507	FBtr0305974	Dmel_Dsim	99.548	0.1349	0.0202	0.1495
FBgn0039508_FBtr0085163	CG3368	CG3368	FBgn0039508	FBtr0085163	Dmel_Dsim	100.000	0.0598	0.0088	0.1466
FBgn0039509_FBtr0085173	bigmax	CG3350	FBgn0039509	FBtr0085173	Dmel_Dsim	100.000	0.0268	0.0049	0.1816
FBgn0039510_FBtr0273192	CG3339	CG3339	FBgn0039510	FBtr0273192	Dmel_Dsim	97.898	0.0347	0.0041	0.1168
FBgn0039511_FBtr0085170	CG3330	CG3330	FBgn0039511	FBtr0085170	Dmel_Dsim	100.000	0.2018	0.0228	0.1131
FBgn0039520_FBtr0085184	Gr98a	CG13976	FBgn0039520	FBtr0085184	Dmel_Dsim	99.233	0.1986	0.0320	0.1612
FBgn0039521_FBtr0085213	CG5402	CG5402	FBgn0039521	FBtr0085213	Dmel_Dsim	98.387	0.3901	0.0734	0.1882
FBgn0039522_FBtr0085212	CG13972	CG13972	FBgn0039522	FBtr0085212	Dmel_Dsim	99.219	0.1565	0.0249	0.1589
FBgn0039523_FBtr0321256	CG12885	CG12885	FBgn0039523	FBtr0321256	Dmel_Dsim	93.242	0.2625	0.0162	0.0618
FBgn0039525_FBtr0085210	CG5646	CG5646	FBgn0039525	FBtr0085210	Dmel_Dsim	100.000	0.0010	0.0001	0.1177
FBgn0039527_FBtr0085202	CG5639	CG5639	FBgn0039527	FBtr0085202	Dmel_Dsim	100.000	0.0488	0.0079	0.1629
FBgn0039528_FBtr0335247	dsd	CG5634	FBgn0039528	FBtr0335247	Dmel_Dsim	100.000	0.0104	0.0013	0.1229
FBgn0039529_FBtr0085200	CG5612	CG5612	FBgn0039529	FBtr0085200	Dmel_Dsim	100.000	0.1410	0.0171	0.1212
FBgn0039530_FBtr0335245	Tusp	CG5586	FBgn0039530	FBtr0335245	Dmel_Dsim	100.000	0.0106	0.0012	0.1153
