"Gene_name","dN","dS","micro-synteny","tag"
"CG7265",0.0108,0.1426,"NO","fruitfly"
"CG14860",0.0442,0.1397,"NO","fruitfly"
"Nup93-2",0.0291,0.1052,"NO","fruitfly"
"CG3817",0.0254,0.1357,"NO","fruitfly"
"RpS5b",0.0197,0.1506,"NO","fruitfly"
"Sdr",0.0154,0.1493,"NO","fruitfly"
"CG14861",0.0652,0.1355,"NO","fruitfly"
"dpr9",0.0144,0.0461,"NO","fruitfly"
"CG6974",0.0187,0.1322,"NO","fruitfly"
"CG6966",0.0027,0.1209,"NO","fruitfly"
"CG6912",0.0247,0.0608,"NO","fruitfly"
"CG3984",0.0396,0.0389,"NO","fruitfly"
"CG3987",0.0558,0.0903,"NO","fruitfly"
"Mf",0,0.0321,"NO","fruitfly"
"Gyc88E",0.0093,0.1021,"NO","fruitfly"
"CG6752",0.0026,0.1585,"NO","fruitfly"
"Spn88Eb",0.0472,0.183,"NO","fruitfly"
"CG4203",0.0021,0.0853,"NO","fruitfly"
"CG6654",0.0067,0.1584,"NO","fruitfly"
"CG4210",0.0149,0.1732,"NO","fruitfly"
"SIDL",0.0028,0.1524,"NO","fruitfly"
"CG12241",1e-04,0.1068,"NO","fruitfly"
"Art3",0.0267,0.1249,"NO","fruitfly"
"mRpS10",0.0082,0.0938,"NO","fruitfly"
"CG6499",0.0073,0.1257,"NO","fruitfly"
"CG14864",0.0431,0.1063,"NO","fruitfly"
"Zip88E",0.0114,0.0779,"NO","fruitfly"
"CG4338",0.0134,0.108,"NO","fruitfly"
"CG14866",0.0144,0.1163,"NO","fruitfly"
"CG6276",0.0084,0.1545,"NO","fruitfly"
"CG6236",0.0097,0.125,"NO","fruitfly"
"mRpL9",0.0169,0.1225,"NO","fruitfly"
"Sra-1",1e-04,0.0984,"NO","fruitfly"
"CG6218",0.0088,0.1831,"NO","fruitfly"
"CG5038",0.0045,0.1101,"NO","fruitfly"
"Atg4b",0.0032,0.0708,"NO","fruitfly"
"CG5044",0.0059,0.1321,"NO","fruitfly"
"Trax",0.0057,0.083,"NO","fruitfly"
"CG14868",0.0075,0.1756,"NO","fruitfly"
"Ccm3",0,0.0259,"NO","fruitfly"
"CG6136",0.007,0.1519,"NO","fruitfly"
"h-cup",0.0415,0.1825,"NO","fruitfly"
"CG6125",0.007,0.1093,"NO","fruitfly"
"CG6118",0.0118,0.1407,"NO","fruitfly"
"AdamTS-A",0.0074,0.1442,"NO","fruitfly"
"B9d1",0.0088,0.1486,"NO","fruitfly"
"Trissin",1e-04,0.1279,"NO","fruitfly"
"CG5205",0.0107,0.1307,"NO","fruitfly"
"CG5213",0.0999,0.2095,"NO","fruitfly"
"AOX2",0.0126,0.1749,"NO","fruitfly"
"CG5399",0.0313,0.237,"NO","fruitfly"
"CG5404",0.003,0.1246,"NO","fruitfly"
"CG4520",0.0055,0.2256,"NO","fruitfly"
"CG12784",0.0876,0.096,"NO","fruitfly"
"CG5623",0.0252,0.1251,"NO","fruitfly"
"CG4525",0.0039,0.1564,"NO","fruitfly"
"CG5614",0.0447,0.1558,"NO","fruitfly"
"CG9590",0.0193,0.1267,"NO","fruitfly"
"CG9589",0.0122,0.1893,"NO","fruitfly"
"CG9593",0.0423,0.1468,"NO","fruitfly"
"CG4576",0.0066,0.1384,"NO","fruitfly"
"Arpc3A",1e-04,0.0827,"NO","fruitfly"
"Pbp45",0.0243,0.1291,"NO","fruitfly"
"CG4546",0.0066,0.0973,"NO","fruitfly"
"Hmt-1",0.0058,0.1391,"NO","fruitfly"
"CG9632",0.0637,0.1529,"NO","fruitfly"
"Fbxl7",0.003,0.132,"NO","fruitfly"
"CG5478",0.0282,0.0946,"NO","fruitfly"
"blp",0.0094,0.1024,"NO","fruitfly"
"CG4287",0.0235,0.1326,"NO","fruitfly"
"Rbf2",0.0474,0.1309,"NO","fruitfly"
"GATAe",0.0236,0.1421,"NO","fruitfly"
"CG10264",0.0084,0.1172,"NO","fruitfly"
"CG10407",0.0208,0.1357,"NO","fruitfly"
"CG5013",0.0018,0.1426,"NO","fruitfly"
"CG10185",0.0015,0.119,"NO","fruitfly"
"sxe2",0.0084,0.0814,"NO","fruitfly"
"CG5903",0.0118,0.095,"NO","fruitfly"
"CG5916",1e-04,0.114,"NO","fruitfly"
"Fer2",0.0016,0.0879,"NO","fruitfly"
"CG8925",0.0096,0.0947,"NO","fruitfly"
"CG8927",0.0052,0.1547,"NO","fruitfly"
"CG6126",0.0024,0.1118,"NO","fruitfly"
"Zip89B",0.0078,0.1118,"NO","fruitfly"
"CG6901",0.0192,0.1432,"YES","fruitfly"
"CG17929",0.0236,0.1676,"NO","fruitfly"
"CG17930",0.0106,0.1342,"NO","fruitfly"
"pad",0.0166,0.106,"NO","fruitfly"
"CG14879",0.0023,0.1036,"NO","fruitfly"
"CG10311",0.0051,0.0896,"NO","fruitfly"
"CG17931",0,0.0409,"NO","fruitfly"
"CG10317",0.047,0.1894,"NO","fruitfly"
"CG17565",0.0113,0.2064,"NO","fruitfly"
"CG14881",0.0205,0.1674,"NO","fruitfly"
"mRpS33",0.0069,0.1356,"NO","fruitfly"
"ema",0.003,0.1292,"NO","fruitfly"
"CG14894",0.0232,0.1812,"NO","fruitfly"
"CG14882",0.0333,0.138,"NO","fruitfly"
"CG10405",0.0052,0.1363,"NO","fruitfly"
"CG14883",0.0055,0.1479,"NO","fruitfly"
"Sdhaf3",2e-04,0.1584,"NO","fruitfly"
"Der-2",0.0208,0.1144,"NO","fruitfly"
"CG14891",0.2098,0.1321,"NO","fruitfly"
"CG14903",0.0086,0.0863,"NO","fruitfly"
"CG14892",0.0094,0.1373,"NO","fruitfly"
"CG12783",0.0119,0.1612,"NO","fruitfly"
"CG17562",0.0099,0.1699,"NO","fruitfly"
"CG14905",0.0035,0.1479,"NO","fruitfly"
"CG10324",0.0195,0.12,"NO","fruitfly"
"CG14907",0.0278,0.1045,"NO","fruitfly"
"VhaM9.7-d",0.0098,0.2124,"NO","fruitfly"
"CG18622",0.0045,0.1338,"NO","fruitfly"
"CG3534",0.0097,0.1378,"NO","fruitfly"
"Irc",0.0133,0.1411,"NO","fruitfly"
"CG8907",0.0036,0.117,"NO","fruitfly"
"AdSL",0.0018,0.2549,"NO","fruitfly"
"CG5225",0.0303,0.1255,"NO","fruitfly"
"CG4009",0.0055,0.1284,"NO","fruitfly"
"CG18213",0.0351,0.1093,"NO","fruitfly"
"CG5220",0.017,0.1395,"NO","fruitfly"
"CG3995",0.0109,0.1717,"NO","fruitfly"
"Ns1",0.0037,0.1553,"NO","fruitfly"
"mRpS11",0.0095,0.0628,"NO","fruitfly"
"Keap1",0.0149,0.1147,"NO","fruitfly"
"kuk",0.0491,0.1183,"NO","fruitfly"
"cal1",0.0417,0.133,"NO","fruitfly"
"CG17477",0.0321,0.1551,"NO","fruitfly"
"CG17475",0.0288,0.0975,"NO","fruitfly"
"CG4053",0.012,0.1342,"NO","fruitfly"
"CG5246",0.0114,0.1554,"NO","fruitfly"
"CG5255",0.0104,0.1252,"NO","fruitfly"
"TwdlW",0.0056,0.1858,"NO","fruitfly"
"m-cup",0.0044,0.089,"NO","fruitfly"
"CG5285",0.0433,0.1409,"NO","fruitfly"
"Mur89F",0.0166,0.1499,"NO","fruitfly"
"beat-IIb",0.0097,0.0454,"NO","fruitfly"
"beat-IIa",0.0086,0.0352,"NO","fruitfly"
"Brf",0.0086,0.1385,"NO","fruitfly"
"CG17283",0.0241,0.1512,"NO","fruitfly"
"CG5860",0.0342,0.1262,"NO","fruitfly"
"CG5863",0.0094,0.1368,"YES","fruitfly"
"CG5866",0.0635,0.0671,"YES","fruitfly"
"CG14332",0.0415,0.1035,"NO","fruitfly"
"CG14331",0.0138,0.0747,"NO","fruitfly"
"CG5873",0.0012,0.1599,"NO","fruitfly"
"CG14330",1e-04,0.0868,"NO","fruitfly"
"CG5823",0.0147,0.0572,"NO","fruitfly"
"P5cr-2",0.0089,0.1181,"NO","fruitfly"
"Prx3",0.0037,0.1448,"NO","fruitfly"
"sll",0.0067,0.1381,"NO","fruitfly"
"CG14329",0.0052,0.1226,"NO","fruitfly"
"CG14327",0.0251,0.1334,"NO","fruitfly"
"CG14326",0.0041,0.0591,"NO","fruitfly"
"CG14323",0.0336,0.0602,"NO","fruitfly"
"AttD",0.0236,0.1351,"NO","fruitfly"
"CG14325",0.0058,0.0748,"NO","fruitfly"
"CG14322",0.0635,0.1371,"NO","fruitfly"
"CG7523",0.0017,0.0875,"NO","fruitfly"
"alt",0.0077,0.1195,"NO","fruitfly"
"CG7655",0.0087,0.0864,"NO","fruitfly"
"Atg8b",2e-04,0.1618,"NO","fruitfly"
"CG14321",0.0116,0.1328,"NO","fruitfly"
"TyrRII",0.0108,0.0756,"NO","fruitfly"
"TyrR",0.0063,0.1056,"NO","fruitfly"
"CG7713",0.0079,0.1293,"NO","fruitfly"
"CG7379",0.0074,0.0982,"NO","fruitfly"
"CG17803",0.0457,0.1212,"NO","fruitfly"
"CG17806",0.0349,0.141,"NO","fruitfly"
"CG17802",0.0589,0.1156,"NO","fruitfly"
"CG17801",0.0747,0.1397,"NO","fruitfly"
"CG7357",0.0381,0.1807,"NO","fruitfly"
"CG18012",0.0091,0.101,"NO","fruitfly"
"CG12347",0.0487,0.1177,"NO","fruitfly"
"CG7785",0.0075,0.1264,"NO","fruitfly"
"CG7794",0.0066,0.1688,"NO","fruitfly"
"CG14317",0.007,0.142,"NO","fruitfly"
"CG14316",0.0584,0.2021,"NO","fruitfly"
"CG14315",0.0407,0.2343,"NO","fruitfly"
"Prx5",0.0023,0.1178,"NO","fruitfly"
"CG7215",0.0193,0.2262,"NO","fruitfly"
"Arp5",0.0084,0.1591,"NO","fruitfly"
"CG12321",0.0055,0.1662,"NO","fruitfly"
"MED17",0.0027,0.1463,"NO","fruitfly"
"CG14313",0.0197,0.1376,"NO","fruitfly"
"CG14314",0.002,0.1272,"NO","fruitfly"
"CG7988",0.0134,0.1225,"NO","fruitfly"
"CG7183",0.029,0.1528,"NO","fruitfly"
"mTerf5",0.0175,0.0851,"NO","fruitfly"
"Non3",1e-04,0.1502,"NO","fruitfly"
"CG7168",0.0184,0.1094,"NO","fruitfly"
"CG7156",0.0118,0.127,"NO","fruitfly"
"CG18598",1e-04,0.0595,"NO","fruitfly"
"CG12320",0.0088,0.0906,"NO","fruitfly"
"CG18599",0.0048,0.0943,"NO","fruitfly"
"Vps39",0.0072,0.1129,"YES","fruitfly"
"CG7142",0.0051,0.1729,"NO","fruitfly"
"CG8064",0.0063,0.1267,"NO","fruitfly"
"CG7131",0.0035,0.1387,"NO","fruitfly"
"CG18600",0.0226,0.115,"NO","fruitfly"
"CG7126",0.0291,0.1804,"NO","fruitfly"
"hmw",0.04,0.1406,"NO","fruitfly"
"WRNexo",0.0142,0.0942,"NO","fruitfly"
"Nup43",0.0174,0.1456,"NO","fruitfly"
"CG7675",0.0038,0.1036,"NO","fruitfly"
"CG14309",0.0128,0.1239,"NO","fruitfly"
"cona",0.0575,0.1281,"NO","fruitfly"
"CG12333",0.0018,0.1381,"NO","fruitfly"
"CG7685",0.0037,0.1592,"NO","fruitfly"
"CG10864",0.0078,0.2123,"NO","fruitfly"
"CG7691",0.0482,0.1623,"NO","fruitfly"
"CG7694",0.0116,0.2244,"NO","fruitfly"
"CG14304",0.0147,0.0712,"NO","fruitfly"
"CG14305",0.0087,0.1143,"NO","fruitfly"
"CG7695",0.0229,0.1891,"NO","fruitfly"
"CG14301",0.0046,0.0817,"NO","fruitfly"
"CG7702",0.0206,0.1345,"NO","fruitfly"
"CG7705",0.0108,0.1269,"NO","fruitfly"
"CG7706",0.0149,0.0967,"NO","fruitfly"
"CG7708",1e-04,0.1222,"NO","fruitfly"
"CG14300",1e-04,0.0957,"NO","fruitfly"
"CG14302",0.0205,0.0853,"NO","fruitfly"
"CG7718",0.0027,0.1814,"NO","fruitfly"
"CG14299",0.0155,0.1238,"NO","fruitfly"
"CG7720",0.002,0.1129,"NO","fruitfly"
"CG14298",0.0196,0.1274,"NO","fruitfly"
"CG14297",0.0185,0.0999,"NO","fruitfly"
"CG14294",0.0595,0.1167,"NO","fruitfly"
"CG14292",0.0151,0.1097,"NO","fruitfly"
"EndoA",1e-04,0.0512,"NO","fruitfly"
"CG14291",0.0136,0.1945,"NO","fruitfly"
"Mpc1",2e-04,0.1541,"NO","fruitfly"
"CG12269",0.0114,0.1379,"NO","fruitfly"
"Smu1",1e-04,0.1386,"NO","fruitfly"
"CG6005",0.0055,0.1603,"NO","fruitfly"
"CG14286",0.0189,0.2158,"NO","fruitfly"
"CG14285",0.0092,0.1908,"NO","fruitfly"
"CG6013",0.0018,0.2279,"NO","fruitfly"
"CG6026",0.0094,0.1226,"NO","fruitfly"
"mRpL55",0.0039,0.1241,"NO","fruitfly"
"CG6040",0.0081,0.1242,"NO","fruitfly"
"CG5835",0.0468,0.1092,"NO","fruitfly"
"CG14282",0.0097,0.256,"NO","fruitfly"
"CG5555",0.023,0.1933,"NO","fruitfly"
"CG11703",0.0274,0.2045,"NO","fruitfly"
"CG5250",0.0276,0.1279,"NO","fruitfly"
"CG3773",0.014,0.1446,"NO","fruitfly"
"unc79",0.0022,0.1346,"NO","fruitfly"
"CG5217",0.0493,0.1668,"NO","fruitfly"
"CG14280",0.0151,0.1178,"NO","fruitfly"
"CG3581",0.0087,0.1006,"NO","fruitfly"
"CG3734",0.0112,0.1364,"NO","fruitfly"
"CG3739",0.0019,0.1395,"NO","fruitfly"
"CG11626",0.0201,0.0987,"NO","fruitfly"
"CG3517",0.0084,0.2173,"NO","fruitfly"
"CG6255",1.2705,NA,"NO","fruitfly"
"Cpr92A",0.0088,0.1215,"NO","fruitfly"
"CG7342",0.005,0.145,"NO","fruitfly"
"CG17751",0.0179,0.1191,"NO","fruitfly"
"CG17752",0.0745,0.6918,"NO","fruitfly"
"CG6231",0.0037,0.0967,"NO","fruitfly"
"subdued",0.0058,0.1397,"NO","fruitfly"
"Nup58",0.0112,0.095,"NO","fruitfly"
"CG6195",1e-04,0.1125,"NO","fruitfly"
"CG6184",0.0111,0.1467,"NO","fruitfly"
"CG7432",0.0122,0.1287,"NO","fruitfly"
"CG11391",0.0067,0.1386,"NO","fruitfly"
"CG11453",0.0043,0.1302,"NO","fruitfly"
"CG4662",0.009,0.1451,"NO","fruitfly"
"CG11447",0.007,0.1536,"NO","fruitfly"
"CG4572",0.013,0.2014,"NO","fruitfly"
"CG17186",0.0624,0.1525,"NO","fruitfly"
"Arc42",0.0032,0.1621,"NO","fruitfly"
"CG4733",0.0074,0.103,"NO","fruitfly"
"CG4538",0.0062,0.1017,"NO","fruitfly"
"Surf6",0.0197,0.2218,"NO","fruitfly"
"RhoGAP92B",0.0035,0.1324,"NO","fruitfly"
"Xport",0.0037,0.1347,"NO","fruitfly"
"CG4465",0.0179,0.147,"YES","fruitfly"
"CG4770",0.0135,0.1232,"NO","fruitfly"
"CG4462",0.0132,0.1581,"NO","fruitfly"
"CG4459",0.0043,0.1884,"NO","fruitfly"
"Hs6st",9e-04,0.1247,"NO","fruitfly"
"CG4783",0.0391,0.0775,"NO","fruitfly"
"MED25",0.0027,0.1647,"NO","fruitfly"
"CG17190",0.0104,0.1467,"NO","fruitfly"
"CG4433",0.0094,0.1282,"NO","fruitfly"
"CG4854",0.0224,0.18,"NO","fruitfly"
"trem",0.0317,0.1173,"NO","fruitfly"
"CG4936",0.0228,0.1081,"NO","fruitfly"
"CG10889",0.0122,0.1578,"NO","fruitfly"
"CG4390",0.004,0.1568,"NO","fruitfly"
"mdlc",0.0124,0.2054,"NO","fruitfly"
"CG10887",0.1414,0.1213,"NO","fruitfly"
"CG5023",1e-04,0.107,"NO","fruitfly"
"CG17199",0.0357,0.0991,"NO","fruitfly"
"CG4367",0.0217,0.161,"NO","fruitfly"
"CG4360",0.0016,0.0954,"NO","fruitfly"
"Sirt2",0.0286,0.1456,"NO","fruitfly"
"Ir92a",0.0171,0.1588,"NO","fruitfly"
"CG4335",0.0177,0.1144,"NO","fruitfly"
"eIF3gb",0.0095,0.1279,"NO","fruitfly"
"Dic2",0.0121,0.1128,"NO","fruitfly"
"Or92a",0.0032,0.1831,"NO","fruitfly"
"MFS9",0.0068,0.131,"NO","fruitfly"
"CG5191",0.0022,0.1441,"NO","fruitfly"
"CG10877",0.0041,0.1165,"NO","fruitfly"
"TFAM",0.0044,0.0742,"NO","fruitfly"
"CG5412",0.0045,0.1507,"NO","fruitfly"
"Srp14",0.0037,0.1719,"NO","fruitfly"
"CG16953",0.0178,0.1365,"NO","fruitfly"
"Srp72",0.0093,0.1388,"NO","fruitfly"
"CG4159",0.0049,0.1203,"YES","fruitfly"
"CG5466",0.0039,0.1335,"NO","fruitfly"
"Lrrk",0.009,0.1227,"NO","fruitfly"
"Nep4",0.0115,0.1622,"NO","fruitfly"
"Cpr92F",0.0026,0.092,"NO","fruitfly"
"CG4000",0.0454,0.1306,"NO","fruitfly"
"Syp",0.0275,0.107,"NO","fruitfly"
"Fancd2",0.013,0.1132,"NO","fruitfly"
"CG17270",1e-04,0.0936,"NO","fruitfly"
"CG17271",0.0032,0.0952,"NO","fruitfly"
"CG17272",1e-04,0.0689,"NO","fruitfly"
"CG15695",0.0214,0.1426,"NO","fruitfly"
"CG15696",0.2096,0.3533,"NO","fruitfly"
"RpS30",0.003,0.036,"NO","fruitfly"
"CG3822",1e-04,0.1292,"NO","fruitfly"
"Ktl",0.0074,0.188,"NO","fruitfly"
"CG5621",0.0024,0.0995,"NO","fruitfly"
"hdly",0.0367,0.1462,"NO","fruitfly"
"CG10827",0.0108,0.1365,"NO","fruitfly"
"CG5697",0.0157,0.0844,"YES","fruitfly"
"CG12278",0.0261,0.1473,"NO","fruitfly"
"CG7079",0.0187,0.1557,"NO","fruitfly"
"dmrt93B",0.0286,0.1566,"NO","fruitfly"
"HHEX",0.0156,0.164,"NO","fruitfly"
"RhoGAP93B",0.0051,0.1039,"NO","fruitfly"
"CG7044",0.0169,0.1793,"NO","fruitfly"
"CG5745",0.0058,0.0553,"NO","fruitfly"
"CG5793",0.0254,0.1131,"NO","fruitfly"
"Obp93a",0.024,0.1174,"NO","fruitfly"
"Ice2",0.033,0.1147,"NO","fruitfly"
"Usp8",0.0057,0.1668,"NO","fruitfly"
"cDIP",0.02,0.1297,"NO","fruitfly"
"CG5862",0.0116,0.0972,"NO","fruitfly"
"CG3353",0.0043,0.1804,"NO","fruitfly"
"Oga",0.0079,0.1429,"YES","fruitfly"
"CG3337",0.021,0.2342,"NO","fruitfly"
"CG5892",0.0351,0.1354,"NO","fruitfly"
"ETHR",0.0306,0.2206,"NO","fruitfly"
"CG5919",0.01,0.1648,"NO","fruitfly"
"CG3308",0.0014,0.0837,"NO","fruitfly"
"SIFaR",0.0075,0.1095,"NO","fruitfly"
"CG16791",0.0146,0.0526,"NO","fruitfly"
"CheB93a",0.0537,0.1101,"NO","fruitfly"
"Fancm",0.0263,0.1082,"NO","fruitfly"
"CG7956",0.0075,0.1702,"NO","fruitfly"
"CG15498",0.0077,0.1495,"NO","fruitfly"
"CG6353",0.0149,0.0668,"NO","fruitfly"
"CG15497",0.0115,0.1318,"NO","fruitfly"
"CG5849",0.0161,0.1146,"YES","fruitfly"
"Burs",1e-04,0.09,"YES","fruitfly"
"CG6800",0.0059,0.1943,"YES","fruitfly"
"RpI12",0.0099,0.3046,"YES","fruitfly"
"CG6569",0.0211,0.1369,"YES","fruitfly"
"CG6656",0.0011,0.1226,"YES","fruitfly"
"fit",0.0363,0.1695,"YES","fruitfly"
"CG17819",0.0262,0.1106,"YES","fruitfly"
"dnd",1e-04,0.0777,"YES","fruitfly"
"CG6678",0.0239,0.0912,"YES","fruitfly"
"CG17843",0.0231,0.1078,"NO","fruitfly"
"CG6332",0.0036,0.2497,"YES","fruitfly"
"CG6439",0.0012,0.1207,"YES","fruitfly"
"mRpL35",0.0107,0.1239,"YES","fruitfly"
"CG6028",0.0108,0.1278,"YES","fruitfly"
"Cchl",0.0047,0.0858,"YES","fruitfly"
"CG13409",0.0016,0.1206,"NO","fruitfly"
"CG6015",0.0046,0.134,"NO","fruitfly"
"Fadd",0.0772,0.1365,"NO","fruitfly"
"CG13408",0.0114,0.1195,"NO","fruitfly"
"CG13407",0.0141,0.0713,"NO","fruitfly"
"Gld2",0.0282,0.0814,"NO","fruitfly"
"CG7084",0.0028,0.0917,"NO","fruitfly"
"CG7080",0.0226,0.1211,"NO","fruitfly"
"CG13862",0.0344,0.1158,"YES","fruitfly"
"CG5391",0.0051,0.1206,"YES","fruitfly"
"CG5388",0.0286,0.1564,"NO","fruitfly"
"CG5386",0.0198,0.0314,"NO","fruitfly"
"rdhB",0.0058,0.0711,"YES","fruitfly"
"Sar1",0,0.0336,"YES","fruitfly"
"CG5382",1e-04,0.0955,"NO","fruitfly"
"CG5380",1e-04,0.1503,"YES","fruitfly"
"CG7069",0.0222,0.1142,"NO","fruitfly"
"CG18596",0.0174,0.1077,"YES","fruitfly"
"CG5379",0.0108,0.0586,"YES","fruitfly"
"CG7059",0.005,0.1108,"YES","fruitfly"
"CG13857",0.0093,0.1624,"NO","fruitfly"
"CG13856",0.0051,0.1196,"NO","fruitfly"
"CG13855",0.0042,0.1299,"YES","fruitfly"
"CG13850",0.009,0.102,"YES","fruitfly"
"Nop56",0.0027,0.112,"YES","fruitfly"
"mats",1e-04,0.0619,"YES","fruitfly"
"pinta",0.0049,0.1102,"YES","fruitfly"
"CG12499",0.0163,0.1017,"YES","fruitfly"
"CG7054",0.0208,0.1662,"YES","fruitfly"
"Pebp1",0,0.0488,"NO","fruitfly"
"CG5377",0.0101,0.1167,"YES","fruitfly"
"Nrx-1",0.0031,0.1047,"NO","fruitfly"
"CG7048",0.0096,0.177,"NO","fruitfly"
"CG5376",0.0054,0.1379,"YES","fruitfly"
"Octbeta1R",8e-04,0.107,"NO","fruitfly"
"CG5346",0.0021,0.1271,"YES","fruitfly"
"CG5326",1e-04,0.1117,"NO","fruitfly"
"AdipoR",0.001,0.0985,"NO","fruitfly"
"CG5278",0.0044,0.1832,"NO","fruitfly"
"CG6937",0.0165,0.1146,"YES","fruitfly"
"CG13843",0.0177,0.1403,"NO","fruitfly"
"wfs1",0.007,0.1119,"YES","fruitfly"
"Nup133",0.0157,0.0853,"YES","fruitfly"
"Cyp6d4",0.0044,0.1543,"YES","fruitfly"
"CCAP",0.0028,0.1529,"YES","fruitfly"
"CG6972",0.0015,0.0844,"YES","fruitfly"
"CG13842",0.0023,0.155,"YES","fruitfly"
"CG4813",0.0123,0.1289,"NO","fruitfly"
"Takl2",0.0324,0.2099,"YES","fruitfly"
"Dcr-1",0.012,0.1139,"YES","fruitfly"
"CG6985",0.0494,0.1444,"YES","fruitfly"
"HP1c",0.0142,0.1331,"YES","fruitfly"
"CG17141",0.0043,0.0601,"YES","fruitfly"
"CG4725",0.0048,0.1443,"NO","fruitfly"
"CG4723",0.013,0.111,"YES","fruitfly"
"CG4721",0.0044,0.1489,"YES","fruitfly"
"Usp12-46",1e-04,0.1417,"NO","fruitfly"
"CG7029",0.0055,0.1141,"YES","fruitfly"
"CG7031",0.0166,0.0577,"NO","fruitfly"
"CG6660",0.0143,0.1304,"NO","fruitfly"
"CG17244",0.0374,0.2374,"NO","fruitfly"
"Or94a",0.0155,0.1806,"NO","fruitfly"
"Or94b",0.0115,0.128,"NO","fruitfly"
"CG6688",0.0166,0.0831,"NO","fruitfly"
"lmd",0.0094,0.1011,"YES","fruitfly"
"CG13833",0.0402,0.1373,"NO","fruitfly"
"CG13838",0.1197,0.247,"NO","fruitfly"
"CG13837",0.0316,0.2031,"YES","fruitfly"
"p53",0.0515,0.1567,"YES","fruitfly"
"CG17119",0.0151,0.2074,"NO","fruitfly"
"CG6726",0.0046,0.1574,"NO","fruitfly"
"CG17110",0.0189,0.0911,"NO","fruitfly"
"Cow",1e-04,0.1001,"YES","fruitfly"
"Rassf",0.0033,0.1204,"YES","fruitfly"
"CenB1A",5e-04,0.1417,"YES","fruitfly"
"VhaAC39-2",0.0117,0.258,"YES","fruitfly"
"CG13829",0.0348,0.1824,"YES","fruitfly"
"CG4467",0.0012,0.1427,"YES","fruitfly"
"CG4449",0.0472,0.0961,"NO","fruitfly"
"EloA",0.0107,0.1057,"YES","fruitfly"
"wda",0.0122,0.1076,"YES","fruitfly"
"CG13827",0.0077,0.0711,"YES","fruitfly"
"CG6763",0.0115,0.1529,"YES","fruitfly"
"CG17083",0.0015,0.1832,"YES","fruitfly"
"CG4434",0.004,0.2141,"YES","fruitfly"
"CG4393",0.0042,0.108,"NO","fruitfly"
"CG17380",0.0896,0.1817,"NO","fruitfly"
"CG4374",0.0071,0.1136,"YES","fruitfly"
"Ir94g",0.0162,0.1134,"NO","fruitfly"
"Ir94h",0.4608,NA,"NO","fruitfly"
"Irk2",0.032,0.1508,"NO","fruitfly"
"CG10177",0.0764,0.1755,"NO","fruitfly"
"CG10175",0.0083,0.1462,"YES","fruitfly"
"CG10164",0.0846,0.1073,"YES","fruitfly"
"beat-IV",0.001,0.0989,"YES","fruitfly"
"CG16723",0.0355,0.1319,"NO","fruitfly"
"CG10184",0.0195,0.1249,"NO","fruitfly"
"GILT3",0.023,0.1671,"NO","fruitfly"
"GILT2",0.0103,0.0972,"NO","fruitfly"
"CG16710",0.1483,0.1182,"YES","fruitfly"
"CG10252",1e-04,0.1498,"NO","fruitfly"
"CG10301",0.0043,0.2033,"NO","fruitfly"
"CG10300",0.0098,0.1495,"NO","fruitfly"
"CG10232",0.142,0.1775,"YES","fruitfly"
"RanBP3",0.0109,0.0879,"NO","fruitfly"
"Plip",0.0021,0.1585,"NO","fruitfly"
"SdhD",0.005,0.0437,"YES","fruitfly"
"CG10217",0.005,0.1126,"YES","fruitfly"
"Lsd-1",0.0064,0.0834,"YES","fruitfly"
"CG10214",0.0404,0.1318,"YES","fruitfly"
"CG10375",0.0035,0.0756,"YES","fruitfly"
"tst",0.0145,0.128,"YES","fruitfly"
"CG10208",0.0066,0.0812,"YES","fruitfly"
"Nup98-96",0.0138,0.0992,"YES","fruitfly"
"tbrd-1",0.0646,0.1431,"YES","fruitfly"
"Ndc1",0.0281,0.1169,"YES","fruitfly"
"CG13599",0.0205,0.1689,"YES","fruitfly"
"RpS19b",0.0387,0.1562,"YES","fruitfly"
"CG5854",1e-04,0.1068,"YES","fruitfly"
"CG12268",0.0016,0.1062,"YES","fruitfly"
"AP-1sigma",0.0424,0.1616,"NO","fruitfly"
"CG13603",0.0078,0.1509,"NO","fruitfly"
"CG5902",0.0018,0.0616,"YES","fruitfly"
"Ime4",0.0044,0.1292,"YES","fruitfly"
"Miro",0.0032,0.1425,"YES","fruitfly"
"spas",0.0018,0.0865,"YES","fruitfly"
"CG6000",0.0062,0.0964,"NO","fruitfly"
"CG10694",0.0716,0.0598,"YES","fruitfly"
"CG18428",0.0094,0.045,"YES","fruitfly"
"CG13605",0.0183,0.0904,"NO","fruitfly"
"CG13607",0.0041,0.1385,"NO","fruitfly"
"Rootletin",0.0047,0.1686,"NO","fruitfly"
"CG5463",0.012,0.0978,"NO","fruitfly"
"Npc2f",0.0027,0.0627,"YES","fruitfly"
"Kal1",0.0041,0.156,"YES","fruitfly"
"CG6178",0.0117,0.0817,"NO","fruitfly"
"Myo95E",0.001,0.088,"YES","fruitfly"
"CG6182",0.0062,0.073,"YES","fruitfly"
"mRpS24",0.0083,0.1018,"YES","fruitfly"
"CG5510",0.0055,0.0519,"YES","fruitfly"
"CG13606",2e-04,0.1687,"YES","fruitfly"
"CG5515",0.0072,0.0899,"YES","fruitfly"
"CG6204",0.0394,0.0792,"YES","fruitfly"
"CG17786",0.0089,0.0867,"NO","fruitfly"
